geo_type,name,alternative_name,region,country,date,driving,walking,transit
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-09,135.49,106.25,101.87
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-10,100.5,76.49,95.74
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-11,100.7,70.52,92.46
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-12,106.93,84.03,98.35
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-13,109.79,86.51,98.14
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-14,116.29,90.33,101.62
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-15,123.8,127.76,108.21
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-16,124.32,101.47,106.38
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-17,107.53,83.53,103.02
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-18,109.54,86.1,103.89
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-19,112.49,89.15,106.26
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-20,115.97,95.29,107.54
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-21,129.98,109.64,115.12
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-22,140.44,144.46,120.04
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-23,145.49,119.43,118.35
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-24,114.84,83.24,110.53
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-25,115.35,95.85,111.53
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-26,119.12,97.14,113.35
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-27,123.05,100.64,113.07
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-28,141.68,116.06,123.01
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-29,151.87,149.75,128.82
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-30,153.01,128.73,127.53
country/region,Italy,Italia,<undefined>,<undefined>,2021-05-31,127.06,108.8,127.14
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-01,137.81,118.47,129.84
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-02,159.28,132.8,131.36
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-03,136.92,116.63,133.37
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-04,145.86,128.44,137.29
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-05,151.46,149.73,137.48
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-06,155.48,112.06,134.06
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-07,124.94,101.51,136.55
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-08,130.19,106.28,139.22
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-09,134.72,112.36,143.44
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-10,137.43,116.64,144.79
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-11,151.39,128.3,145.49
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-12,160.34,154.6,149.23
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-13,167.56,119.45,151.24
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-14,136.61,112.94,151.24
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-15,139.75,117.58,150.81
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-16,140.28,118.48,151.03
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-17,145.4,121.61,151.3
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-18,165.96,137.41,158.71
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-19,173.23,162.23,159.81
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-20,164.33,120.31,154.52
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-21,144.84,118.63,156.86
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-22,149.06,122.59,161.91
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-23,150.62,124.06,160.31
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-24,156.62,130.96,162.2
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-25,179.81,150.52,170.28
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-26,178.58,167.01,170.86
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-27,182.73,131.47,167.88
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-28,152.68,126.47,169.4
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-29,153.21,127.18,167.92
country/region,Italy,Italia,<undefined>,<undefined>,2021-06-30,157.47,132.18,172.13
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-01,163.41,137.79,176.74
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-02,177.82,149.56,175.19
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-03,188.56,177.92,183
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-04,184.42,139.59,181.58
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-05,159.98,144,187.18
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-06,155.15,144.94,184.87
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-07,159.66,144.44,188.58
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-08,169.02,149.88,190.68
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-09,191.36,166.29,192.24
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-10,199.62,188.79,194.35
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-11,178.72,154.35,184.77
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-12,158.79,147.03,186.44
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-13,167.29,158.96,194.28
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-14,173.73,170.33,200.34
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-15,178.11,170.03,200.17
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-16,201.76,183.41,197.9
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-17,212.56,209.95,203.99
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-18,199.77,171.08,202.45
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-19,178.3,173.47,211.53
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-20,181.97,179.77,216.6
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-21,186.82,184.67,222.19
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-22,192.45,187.33,219.68
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-23,213.57,197.75,219.42
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-24,228.45,220.37,219.86
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-25,217.79,185.71,219.87
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-26,194.12,195.74,228.28
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-27,190.41,197.27,225.58
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-28,193.67,192.74,222.25
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-29,197.99,189.94,218.71
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-30,224.08,199.18,220.98
country/region,Italy,Italia,<undefined>,<undefined>,2021-07-31,240.43,215.07,221
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-01,217.13,191.99,217.52
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-02,200.84,208.61,224.61
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-03,198.95,217.1,224.71
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-04,203.9,215.31,229.11
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-05,210.14,219.9,223.28
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-06,236.08,216.39,219.47
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-07,265.75,233.58,220.72
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-08,227.57,209.76,219.98
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-09,216.42,224.95,230.1
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-10,210.44,228.32,226.23
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-11,206.65,222.04,228.42
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-12,208.96,217.68,222.39
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-13,225.12,216.49,223.68
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-14,238.26,228.73,224.56
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-15,209.58,196.13,204.51
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-16,227.17,219.8,226.83
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-17,214.21,235.48,230.8
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-18,213.48,236.6,225.76
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-19,210.41,227.87,222.18
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-20,221.85,222.15,217.07
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-21,246.7,225.02,215.57
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-22,218.15,188.81,213.49
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-23,202.87,202.54,214.68
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-24,185.45,200.28,209.44
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-25,188.25,205.02,218.17
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-26,188.91,197.75,209.27
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-27,205.38,201.64,208.14
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-28,224.59,211.81,208.3
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-29,208.11,178.09,206.12
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-30,177.7,176.98,218.95
country/region,Italy,Italia,<undefined>,<undefined>,2021-08-31,170.66,177.81,218.72
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-01,171.62,184.9,227.92
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-02,175.66,191.74,233.62
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-03,195.85,207.74,235.81
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-04,208.52,234.03,240.1
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-05,207.29,198.06,243.7
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-06,176.61,203.82,267.91
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-07,176.59,205.79,266.96
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-08,183.85,213.6,276.4
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-09,185.85,218.83,280.55
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-10,204.15,231.03,281.97
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-11,204.69,243.1,269.94
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-12,202.48,193.36,265.58
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-13,168.21,189.8,274.99
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-14,166.17,188.23,268.26
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-15,170.74,190.73,272.16
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-16,173.62,190.11,269.16
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-17,184.39,213.72,268.91
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-18,191.86,240.58,268.07
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-19,176.42,179.92,254.03
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-20,161.16,184.07,276.71
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-21,169.03,195.04,293.14
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-22,173.12,196.87,293.26
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-23,174.08,201.13,295.49
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-24,194.05,230.4,315.35
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-25,206.26,274.36,323.03
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-26,183.67,184.27,283.37
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-27,161.12,187.16,293.4
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-28,161.48,186.91,293.18
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-29,164.41,185.88,291.78
country/region,Italy,Italia,<undefined>,<undefined>,2021-09-30,165.28,188.05,296.45
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-01,185.82,223.63,315.6
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-02,196.05,269.42,318.48
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-03,178.43,202.21,296.97
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-04,149.67,172.95,287.12
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-05,153.47,173.09,290.55
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-06,157.35,176.74,298.89
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-07,159.6,186.5,296.86
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-08,178.35,218.33,319.52
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-09,192.98,268.3,331.38
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-10,179.65,205.19,297.29
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-11,152.4,177.3,276
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-12,152.54,178,284.19
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-13,155.24,178.64,282.6
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-14,157.63,183.2,284.97
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-15,176.38,214.92,311.09
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-16,196.25,273.54,339.61
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-17,181.4,206.82,297.43
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-18,146.97,175.45,280
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-19,150,176.21,285.4
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-20,152.88,177.25,289.56
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-21,154.08,177.98,286.38
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-22,174.55,214.75,323.05
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-23,191.09,267.09,335.62
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-24,170.92,201.92,302.39
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-25,145.73,171.65,283.86
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-26,148.03,171.15,280.54
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-27,151.52,175.16,282.02
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-28,154.96,177.96,286.36
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-29,185.63,209.07,312.69
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-30,197.95,288.13,338.78
country/region,Italy,Italia,<undefined>,<undefined>,2021-10-31,197.21,303.14,357.15
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-01,157.49,165.95,261.52
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-02,145.28,172.48,279.76
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-03,141.42,147.75,267.78
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-04,144.57,167.28,278.06
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-05,157.62,192.42,296.42
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-06,167.3,229.22,311.61
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-07,146.57,172.51,275.56
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-08,128.91,135.37,256.9
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-09,131.77,142.45,252.81
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-10,140.19,151,266.47
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-11,145.95,166.28,281.7
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-12,160.16,206.05,316.05
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-13,175.11,251.7,334.09
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-14,140.96,146.78,265.77
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-15,132.28,136.35,258.49
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-16,134.43,136.16,254.28
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-17,137.34,143.95,255.73
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-18,141.31,155.29,267.09
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-19,158.72,193.92,300.23
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-20,176.71,254.98,332.46
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-21,147.09,173.89,277.1
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-22,127.28,131.53,249.68
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-23,131.33,139.82,249.96
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-24,138.66,150.79,264.65
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-25,137.89,137.67,259.39
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-26,156.46,182.34,301.46
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-27,165.34,227.9,319.54
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-28,136.1,151.93,262.6
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-29,123.18,122.32,230.07
country/region,Italy,Italia,<undefined>,<undefined>,2021-11-30,130.56,129.28,237.77
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-01,131.98,127.66,237.61
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-02,129.09,123.57,230.33
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-03,155.19,165.78,266.7
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-04,162.47,211.6,284.95
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-05,137.58,167.28,247.03
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-06,131.39,144.9,233.66
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-07,147.33,159.1,244.2
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-08,115.55,110.72,210.03
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-09,131.97,125.69,226.48
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-10,146.48,143.96,245.31
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-11,155.08,196.42,265.85
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-12,140.71,152.01,235.58
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-13,132.61,126.19,225.5
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-14,137.86,131.22,233.98
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-15,146.51,138.44,236.24
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-16,153.29,145.52,238.93
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-17,163.4,159.91,250.4
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-18,165.15,195.15,256.76
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-19,141.7,152.71,228.96
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-20,142.44,135.27,219.41
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-21,146.77,137.27,211.05
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-22,157.26,136.91,206.03
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-23,161.56,128.29,177.11
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-24,96.83,85.72,112.03
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-25,70.27,57.71,96.34
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-26,105.2,92.55,139.55
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-27,128.46,136.74,176.47
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-28,131.91,156.46,187.62
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-29,134.44,160.7,189.78
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-30,139.02,172.13,191.89
country/region,Italy,Italia,<undefined>,<undefined>,2021-12-31,132.64,191.63,186.79
